Time,Regime
2025-03-17 01:07:55.292226328 +0530 IST,0
2025-03-17 01:07:56.292269118 +0530 IST,0
2025-03-17 01:07:57.292567317 +0530 IST,0
2025-03-17 01:07:58.292292724 +0530 IST,0
2025-03-17 01:07:59.292322164 +0530 IST,0
2025-03-17 01:08:00.292689523 +0530 IST,0
2025-03-17 01:08:01.292312347 +0530 IST,0
2025-03-17 01:08:02.292336531 +0530 IST,0
2025-03-17 01:08:03.292481476 +0530 IST,0
2025-03-17 01:08:04.29353839 +0530 IST,0
2025-03-17 01:08:05.292390332 +0530 IST,0
2025-03-17 01:08:06.292357822 +0530 IST,0
2025-03-17 01:08:07.292235557 +0530 IST,0
2025-03-17 01:08:08.292360026 +0530 IST,0
2025-03-17 01:08:09.292545776 +0530 IST,0
2025-03-17 01:08:10.292375411 +0530 IST,0
2025-03-17 01:08:11.292175765 +0530 IST,0
2025-03-17 01:08:12.292125937 +0530 IST,0
2025-03-17 01:08:13.292342195 +0530 IST,0
2025-03-17 01:08:14.292675054 +0530 IST,0
2025-03-17 01:08:15.292194693 +0530 IST,0
2025-03-17 01:08:16.292164515 +0530 IST,0
2025-03-17 01:08:17.292553858 +0530 IST,0
2025-03-17 01:08:18.292184927 +0530 IST,0
2025-03-17 01:08:19.292075885 +0530 IST,0
2025-03-17 01:08:20.292377209 +0530 IST,0
2025-03-17 01:08:21.29212515 +0530 IST,0
2025-03-17 01:08:22.292214703 +0530 IST,0
2025-03-17 01:08:23.292452728 +0530 IST,0
2025-03-17 01:08:24.292407355 +0530 IST,0
2025-03-17 01:08:25.292253002 +0530 IST,0
2025-03-17 01:08:26.292452845 +0530 IST,0
2025-03-17 01:08:27.292294031 +0530 IST,0
2025-03-17 01:08:28.292250639 +0530 IST,0
2025-03-17 01:08:29.292348048 +0530 IST,0
2025-03-17 01:08:30.29209846 +0530 IST,0
2025-03-17 01:08:31.292085658 +0530 IST,0
2025-03-17 01:08:32.292182062 +0530 IST,0
2025-03-17 01:08:33.292337755 +0530 IST,0
2025-03-17 01:08:34.292236565 +0530 IST,0
2025-03-17 01:08:37.292339337 +0530 IST,0
2025-03-17 01:08:38.292112764 +0530 IST,0
2025-03-17 01:08:39.29215831 +0530 IST,0
2025-03-17 01:08:40.292027425 +0530 IST,0
2025-03-17 01:08:41.292260156 +0530 IST,0
2025-03-17 01:08:42.292152319 +0530 IST,0
2025-03-17 01:08:44.292115255 +0530 IST,0
2025-03-17 01:08:45.292011094 +0530 IST,0
2025-03-17 01:08:46.292240103 +0530 IST,0
2025-03-17 01:08:47.292222377 +0530 IST,0
2025-03-17 01:08:48.292127772 +0530 IST,0
2025-03-17 01:08:49.292494017 +0530 IST,0
2025-03-17 01:08:50.292238479 +0530 IST,0
2025-03-17 01:08:51.292285385 +0530 IST,0
2025-03-17 01:08:52.292158094 +0530 IST,0
2025-03-17 01:08:53.292406467 +0530 IST,0
2025-03-17 01:08:54.292458916 +0530 IST,0
2025-03-17 01:08:55.292227213 +0530 IST,0
2025-03-17 01:08:56.292167326 +0530 IST,0
2025-03-17 01:08:57.292314383 +0530 IST,0
2025-03-17 01:08:58.292248075 +0530 IST,0
2025-03-17 01:08:59.292321882 +0530 IST,0
2025-03-17 01:09:00.29220436 +0530 IST,0
2025-03-17 01:09:01.292456931 +0530 IST,0
2025-03-17 01:09:02.292733964 +0530 IST,0
2025-03-17 01:09:03.292329037 +0530 IST,0
2025-03-17 01:09:04.292668977 +0530 IST,0
2025-03-17 01:09:05.292477572 +0530 IST,0
2025-03-17 01:09:06.292464091 +0530 IST,0
2025-03-17 01:09:07.292199317 +0530 IST,0
2025-03-17 01:09:08.292678844 +0530 IST,0
2025-03-17 01:09:09.292409114 +0530 IST,0
2025-03-17 01:09:10.292183133 +0530 IST,0
2025-03-17 01:09:11.293404288 +0530 IST,0
2025-03-17 01:09:12.292132896 +0530 IST,0
2025-03-17 01:09:13.292144199 +0530 IST,0
2025-03-17 01:09:14.292423632 +0530 IST,0
2025-03-17 01:09:15.292136242 +0530 IST,0
2025-03-17 01:09:16.292269626 +0530 IST,0
2025-03-17 01:09:17.292425833 +0530 IST,0
2025-03-17 01:09:18.292000078 +0530 IST,0
2025-03-17 01:09:19.292145183 +0530 IST,0
2025-03-17 01:09:20.292357191 +0530 IST,0
2025-03-17 01:09:21.292050117 +0530 IST,0
2025-03-17 01:09:22.292165541 +0530 IST,0
2025-03-17 01:09:23.292419305 +0530 IST,0
2025-03-17 01:09:24.292459865 +0530 IST,0
2025-03-17 01:09:25.292106462 +0530 IST,0
2025-03-17 01:09:26.292264494 +0530 IST,0
2025-03-17 01:09:27.292357419 +0530 IST,0
2025-03-17 01:09:28.292352044 +0530 IST,0
2025-03-17 01:09:29.292418581 +0530 IST,0
2025-03-17 01:09:30.292555579 +0530 IST,0
2025-03-17 01:09:31.292518259 +0530 IST,0
2025-03-17 01:09:32.292195056 +0530 IST,0
2025-03-17 01:09:33.292116081 +0530 IST,0
2025-03-17 01:09:34.292279484 +0530 IST,0
2025-03-17 01:09:35.292196707 +0530 IST,0
2025-03-17 01:09:36.292488071 +0530 IST,0
2025-03-17 01:09:37.292165544 +0530 IST,0
2025-03-17 01:09:38.292574964 +0530 IST,0
2025-03-17 01:09:39.292250635 +0530 IST,0
2025-03-17 01:09:40.292390013 +0530 IST,0
2025-03-17 01:09:41.292285137 +0530 IST,0
2025-03-17 01:09:42.292548893 +0530 IST,0
2025-03-17 01:09:43.292300979 +0530 IST,0
2025-03-17 01:09:44.292175772 +0530 IST,0
2025-03-17 01:09:45.292635645 +0530 IST,0
2025-03-17 01:09:46.292151114 +0530 IST,0
2025-03-17 01:09:47.292313626 +0530 IST,0
2025-03-17 01:09:48.292041214 +0530 IST,0
2025-03-17 01:09:49.29208272 +0530 IST,0
2025-03-17 01:09:50.292354629 +0530 IST,0
2025-03-17 01:09:51.292451805 +0530 IST,0
2025-03-17 01:09:52.292686585 +0530 IST,0
2025-03-17 01:09:53.292230964 +0530 IST,0
2025-03-17 01:09:54.292173442 +0530 IST,0
2025-03-17 01:09:55.292374573 +0530 IST,0
2025-03-17 01:09:56.292055557 +0530 IST,0
2025-03-17 01:09:57.292330677 +0530 IST,0
2025-03-17 01:09:58.292646643 +0530 IST,0
2025-03-17 01:09:59.292313535 +0530 IST,0
2025-03-17 01:10:00.292491904 +0530 IST,0
2025-03-17 01:10:01.29230313 +0530 IST,0
2025-03-17 01:10:02.29222368 +0530 IST,0
2025-03-17 01:10:03.292308073 +0530 IST,0
2025-03-17 01:10:04.292180259 +0530 IST,0
2025-03-17 01:10:05.292642336 +0530 IST,0
2025-03-17 01:10:06.292402076 +0530 IST,0
2025-03-17 01:10:07.292287704 +0530 IST,0
2025-03-17 01:10:08.292239416 +0530 IST,0
2025-03-17 01:10:09.292154959 +0530 IST,0
2025-03-17 01:10:10.292300971 +0530 IST,0
2025-03-17 01:10:11.292231057 +0530 IST,0
2025-03-17 01:10:12.292200376 +0530 IST,0
2025-03-17 01:10:13.29250071 +0530 IST,0
2025-03-17 01:10:14.292531434 +0530 IST,0
2025-03-17 01:10:15.292493714 +0530 IST,0
2025-03-17 01:10:16.292291092 +0530 IST,0
2025-03-17 01:10:17.292366211 +0530 IST,0
2025-03-17 01:10:18.292083057 +0530 IST,0
2025-03-17 01:10:19.292435354 +0530 IST,0
2025-03-17 01:10:20.294347657 +0530 IST,0
2025-03-17 01:10:21.292510038 +0530 IST,0
2025-03-17 01:10:22.292680126 +0530 IST,0
2025-03-17 01:10:23.29238944 +0530 IST,0
2025-03-17 01:10:24.29233924 +0530 IST,0
2025-03-17 01:10:25.292197485 +0530 IST,0
2025-03-17 01:10:26.292568995 +0530 IST,0
2025-03-17 01:10:27.292200397 +0530 IST,0
2025-03-17 01:10:28.292728875 +0530 IST,0
2025-03-17 01:10:29.292238332 +0530 IST,0
2025-03-17 01:10:30.292582519 +0530 IST,0
2025-03-17 01:10:31.292112109 +0530 IST,0
2025-03-17 01:10:32.292385021 +0530 IST,0
2025-03-17 01:10:33.292260016 +0530 IST,0
2025-03-17 01:10:34.292313195 +0530 IST,0
2025-03-17 01:10:35.29217792 +0530 IST,0
2025-03-17 01:10:36.292305533 +0530 IST,0
2025-03-17 01:10:37.292615119 +0530 IST,0
2025-03-17 01:10:38.292562411 +0530 IST,0
2025-03-17 01:10:39.292538658 +0530 IST,0
2025-03-17 01:10:40.292350603 +0530 IST,0
2025-03-17 01:10:41.292297298 +0530 IST,0
2025-03-17 01:10:42.292710978 +0530 IST,0
2025-03-17 01:10:43.292368735 +0530 IST,0
2025-03-17 01:10:44.292045615 +0530 IST,0
2025-03-17 01:10:45.292254396 +0530 IST,0
2025-03-17 01:10:46.292698966 +0530 IST,0
2025-03-17 01:10:47.292248208 +0530 IST,0
2025-03-17 01:10:48.292322003 +0530 IST,0
2025-03-17 01:10:49.292046608 +0530 IST,0
2025-03-17 01:10:50.292863004 +0530 IST,0
2025-03-17 01:10:51.292410124 +0530 IST,0
2025-03-17 01:10:52.29211809 +0530 IST,0
2025-03-17 01:10:53.292311771 +0530 IST,0
2025-03-17 01:10:54.292395578 +0530 IST,0
2025-03-17 01:10:55.292316378 +0530 IST,0
2025-03-17 01:10:56.292425215 +0530 IST,0
2025-03-17 01:10:57.29208804 +0530 IST,0
2025-03-17 01:10:58.292461162 +0530 IST,0
2025-03-17 01:11:00.292284373 +0530 IST,0
2025-03-17 01:11:01.292519285 +0530 IST,0
2025-03-17 01:11:02.292470151 +0530 IST,0
2025-03-17 01:11:03.292146105 +0530 IST,0
2025-03-17 01:11:04.292598479 +0530 IST,0
2025-03-17 01:11:05.292436628 +0530 IST,0
2025-03-17 01:11:06.292183616 +0530 IST,0
2025-03-17 01:11:07.292519501 +0530 IST,0
2025-03-17 01:11:08.292283812 +0530 IST,0
2025-03-17 01:11:09.292398502 +0530 IST,0
2025-03-17 01:11:10.292181533 +0530 IST,0
2025-03-17 01:11:11.292447399 +0530 IST,0
2025-03-17 01:11:12.292267253 +0530 IST,0
2025-03-17 01:11:13.292412534 +0530 IST,0
2025-03-17 01:11:14.29250154 +0530 IST,0
2025-03-17 01:11:15.292209099 +0530 IST,0
2025-03-17 01:11:16.292433512 +0530 IST,0
2025-03-17 01:11:17.29214662 +0530 IST,0
2025-03-17 01:11:18.292307579 +0530 IST,0
2025-03-17 01:11:19.29224048 +0530 IST,0
2025-03-17 01:11:20.292216445 +0530 IST,0
2025-03-17 01:11:21.292118734 +0530 IST,0
2025-03-17 01:11:22.292056632 +0530 IST,0
2025-03-17 01:11:23.292641542 +0530 IST,0
2025-03-17 01:11:24.29239807 +0530 IST,0
2025-03-17 01:11:25.292422484 +0530 IST,0
2025-03-17 01:11:26.292476415 +0530 IST,0
2025-03-17 01:11:27.292295653 +0530 IST,0
2025-03-17 01:11:28.292662684 +0530 IST,0
2025-03-17 01:11:29.292049767 +0530 IST,0
2025-03-17 01:11:32.292303278 +0530 IST,0
2025-03-17 01:11:33.292188967 +0530 IST,0
2025-03-17 01:11:34.293192459 +0530 IST,0
2025-03-17 01:11:35.292234074 +0530 IST,0
2025-03-17 01:11:36.292344456 +0530 IST,0
2025-03-17 01:11:37.292138211 +0530 IST,0
2025-03-17 01:11:38.292332591 +0530 IST,0
2025-03-17 01:11:39.292270396 +0530 IST,0
2025-03-17 01:11:40.292421901 +0530 IST,0
2025-03-17 01:11:41.292102006 +0530 IST,0
2025-03-17 01:11:42.292346811 +0530 IST,0
2025-03-17 01:11:43.292058743 +0530 IST,0
2025-03-17 01:11:44.292301924 +0530 IST,0
2025-03-17 01:11:45.292347844 +0530 IST,0
2025-03-17 01:11:46.29251957 +0530 IST,0
2025-03-17 01:11:47.292244217 +0530 IST,0
2025-03-17 01:11:48.292145909 +0530 IST,0
2025-03-17 01:11:49.292335694 +0530 IST,0
2025-03-17 01:11:50.292181032 +0530 IST,0
2025-03-17 01:11:51.292555802 +0530 IST,0
2025-03-17 01:11:52.292334068 +0530 IST,0
2025-03-17 01:11:53.292580301 +0530 IST,0
2025-03-17 01:11:54.292342477 +0530 IST,0
2025-03-17 01:11:55.292482184 +0530 IST,0
2025-03-17 01:11:56.292209029 +0530 IST,0
2025-03-17 01:11:57.292291439 +0530 IST,0
2025-03-17 01:11:58.292260369 +0530 IST,0
2025-03-17 01:11:59.292402589 +0530 IST,0
2025-03-17 01:12:00.292051225 +0530 IST,0
2025-03-17 01:12:01.292312503 +0530 IST,0
2025-03-17 01:12:02.292247357 +0530 IST,0
2025-03-17 01:12:03.292101169 +0530 IST,0
2025-03-17 01:12:06.292445903 +0530 IST,0
2025-03-17 01:12:07.292174749 +0530 IST,0
2025-03-17 01:12:08.292113641 +0530 IST,0
2025-03-17 01:12:09.292049272 +0530 IST,0
2025-03-17 01:12:10.292159818 +0530 IST,0
2025-03-17 01:12:11.292386674 +0530 IST,0
2025-03-17 01:12:12.292164304 +0530 IST,0
2025-03-17 01:12:13.292363184 +0530 IST,0
2025-03-17 01:12:14.292321506 +0530 IST,0
2025-03-17 01:12:15.292263758 +0530 IST,0
2025-03-17 01:12:16.29207202 +0530 IST,0
2025-03-17 01:12:17.292077343 +0530 IST,0
2025-03-17 01:12:18.292091116 +0530 IST,0
2025-03-17 01:12:19.292155162 +0530 IST,0
2025-03-17 01:12:20.292503052 +0530 IST,0
2025-03-17 01:12:21.29224976 +0530 IST,0
2025-03-17 01:12:22.292524777 +0530 IST,0
2025-03-17 01:12:23.292071297 +0530 IST,0
2025-03-17 01:12:24.292405866 +0530 IST,0
2025-03-17 01:12:25.292554589 +0530 IST,0
2025-03-17 01:12:26.292237479 +0530 IST,0
2025-03-17 01:12:27.292254192 +0530 IST,0
2025-03-17 01:12:28.292690637 +0530 IST,0
2025-03-17 01:12:29.315043429 +0530 IST,0
2025-03-17 01:12:30.292191898 +0530 IST,0
2025-03-17 01:12:31.292157844 +0530 IST,0
2025-03-17 01:12:32.292232845 +0530 IST,0
2025-03-17 01:12:33.292379303 +0530 IST,0
2025-03-17 01:12:34.292483801 +0530 IST,0
2025-03-17 01:12:35.292329644 +0530 IST,0
2025-03-17 01:12:36.292425202 +0530 IST,0
2025-03-17 01:12:37.292211278 +0530 IST,0
2025-03-17 01:12:38.292514946 +0530 IST,0
2025-03-17 01:12:39.292125013 +0530 IST,0
2025-03-17 01:12:40.292562238 +0530 IST,0
2025-03-17 01:12:41.29313643 +0530 IST,0
2025-03-17 01:12:42.292342969 +0530 IST,0
2025-03-17 01:12:43.292239771 +0530 IST,0
2025-03-17 01:12:44.292336086 +0530 IST,0
2025-03-17 01:12:45.292380024 +0530 IST,0
2025-03-17 01:12:46.292357421 +0530 IST,0
2025-03-17 01:12:47.292753822 +0530 IST,0
2025-03-17 01:12:48.292147194 +0530 IST,0
2025-03-17 01:12:49.292152975 +0530 IST,0
2025-03-17 01:12:50.292265484 +0530 IST,0
2025-03-17 01:12:51.292288788 +0530 IST,0
2025-03-17 01:12:52.29223154 +0530 IST,0
2025-03-17 01:12:53.29244893 +0530 IST,0
2025-03-17 01:12:54.292256902 +0530 IST,0
2025-03-17 01:12:55.292530013 +0530 IST,0
2025-03-17 01:12:56.292594305 +0530 IST,0
2025-03-17 01:12:57.292039278 +0530 IST,0
2025-03-17 01:12:58.292292051 +0530 IST,0
2025-03-17 01:13:00.292356958 +0530 IST,0
2025-03-17 01:13:01.292235134 +0530 IST,0
2025-03-17 01:13:02.292532537 +0530 IST,0
2025-03-17 01:13:03.292214213 +0530 IST,0
2025-03-17 01:13:04.292407968 +0530 IST,0
2025-03-17 01:13:05.29272126 +0530 IST,0
2025-03-17 01:13:06.292394976 +0530 IST,0
2025-03-17 01:13:07.291977937 +0530 IST,0
2025-03-17 01:13:08.292518905 +0530 IST,0
2025-03-17 01:13:09.292272738 +0530 IST,0
2025-03-17 01:13:10.292471069 +0530 IST,0
2025-03-17 01:13:11.292331404 +0530 IST,0
2025-03-17 01:13:12.292246745 +0530 IST,0
2025-03-17 01:13:13.292193175 +0530 IST,0
2025-03-17 01:13:14.292311814 +0530 IST,0
2025-03-17 01:13:15.29225703 +0530 IST,0
2025-03-17 01:13:16.292155145 +0530 IST,0
2025-03-17 01:13:17.292399889 +0530 IST,0
2025-03-17 01:13:18.292363199 +0530 IST,0
2025-03-17 01:13:19.29213223 +0530 IST,0
2025-03-17 01:13:20.292413977 +0530 IST,0
2025-03-17 01:13:21.292414181 +0530 IST,0
2025-03-17 01:13:22.292749633 +0530 IST,0
2025-03-17 01:13:23.292147829 +0530 IST,0
2025-03-17 01:13:24.292232755 +0530 IST,0
2025-03-17 01:13:25.292401887 +0530 IST,0
2025-03-17 01:13:26.292272808 +0530 IST,0
2025-03-17 01:13:27.292114083 +0530 IST,0
2025-03-17 01:13:28.292180243 +0530 IST,0
2025-03-17 01:13:29.292498265 +0530 IST,0
2025-03-17 01:13:30.29224741 +0530 IST,0
2025-03-17 01:13:31.292227939 +0530 IST,0
2025-03-17 01:13:32.292101367 +0530 IST,0
2025-03-17 01:13:33.292256536 +0530 IST,0
2025-03-17 01:13:34.292169652 +0530 IST,0
2025-03-17 01:13:35.292171931 +0530 IST,0
2025-03-17 01:13:36.292288939 +0530 IST,0
2025-03-17 01:13:37.292191765 +0530 IST,1
2025-03-17 01:13:38.292458005 +0530 IST,0
2025-03-17 01:13:39.29214692 +0530 IST,0
2025-03-17 01:13:40.29219917 +0530 IST,0
2025-03-17 01:13:41.292142093 +0530 IST,0
2025-03-17 01:13:42.292770285 +0530 IST,0
2025-03-17 01:13:43.292247453 +0530 IST,0
2025-03-17 01:13:44.29243178 +0530 IST,0
2025-03-17 01:13:45.292358549 +0530 IST,0
2025-03-17 01:13:46.292258996 +0530 IST,0
2025-03-17 01:13:47.292330957 +0530 IST,0
2025-03-17 01:13:49.292631484 +0530 IST,0
2025-03-17 01:13:50.292482654 +0530 IST,0
2025-03-17 01:13:51.292161356 +0530 IST,0
2025-03-17 01:13:52.292460381 +0530 IST,0
2025-03-17 01:13:53.292173241 +0530 IST,0
2025-03-17 01:13:54.292752697 +0530 IST,0
2025-03-17 01:13:55.292518237 +0530 IST,0
2025-03-17 01:13:56.293066808 +0530 IST,0
2025-03-17 01:13:57.292184752 +0530 IST,0
2025-03-17 01:13:58.292190667 +0530 IST,0
2025-03-17 01:13:59.292563251 +0530 IST,0
2025-03-17 01:14:00.29231886 +0530 IST,0
2025-03-17 01:14:01.292278364 +0530 IST,0
2025-03-17 01:14:02.292216728 +0530 IST,0
2025-03-17 01:14:03.29239264 +0530 IST,0
2025-03-17 01:14:04.2921587 +0530 IST,0
2025-03-17 01:14:05.292477673 +0530 IST,0
2025-03-17 01:14:06.292172278 +0530 IST,0
2025-03-17 01:14:07.292111164 +0530 IST,0
2025-03-17 01:14:08.29243492 +0530 IST,0
2025-03-17 01:14:09.292295907 +0530 IST,0
2025-03-17 01:14:10.292437557 +0530 IST,0
2025-03-17 01:14:11.2929808 +0530 IST,0
2025-03-17 01:14:12.292273119 +0530 IST,0
2025-03-17 01:14:13.292251159 +0530 IST,0
2025-03-17 01:14:14.292291461 +0530 IST,0
2025-03-17 01:14:15.292359614 +0530 IST,0
2025-03-17 01:14:16.292098798 +0530 IST,0
2025-03-17 01:14:18.292518916 +0530 IST,0
2025-03-17 01:14:19.293169867 +0530 IST,0
2025-03-17 01:14:20.29227408 +0530 IST,0
2025-03-17 01:14:21.292225394 +0530 IST,0
2025-03-17 01:14:22.292392057 +0530 IST,0
2025-03-17 01:14:24.292183274 +0530 IST,0
2025-03-17 01:14:25.292335763 +0530 IST,0
2025-03-17 01:14:26.292212751 +0530 IST,0
2025-03-17 01:14:27.29210097 +0530 IST,0
2025-03-17 01:14:28.292481183 +0530 IST,0
2025-03-17 01:14:29.292149461 +0530 IST,0
2025-03-17 01:14:30.294749517 +0530 IST,0
2025-03-17 01:14:31.29222214 +0530 IST,0
2025-03-17 01:14:32.292247242 +0530 IST,0
2025-03-17 01:14:33.292215465 +0530 IST,0
2025-03-17 01:14:34.293066367 +0530 IST,0
2025-03-17 01:14:36.29266105 +0530 IST,0
2025-03-17 01:14:37.292162653 +0530 IST,0
2025-03-17 01:14:38.292100834 +0530 IST,0
2025-03-17 01:14:39.292251539 +0530 IST,0
2025-03-17 01:14:42.292039223 +0530 IST,0
2025-03-17 01:14:43.292002381 +0530 IST,0
2025-03-17 01:14:44.292185006 +0530 IST,0
2025-03-17 01:14:45.292249316 +0530 IST,0
2025-03-17 01:14:46.292357852 +0530 IST,0
2025-03-17 01:14:47.292185909 +0530 IST,0
2025-03-17 01:14:48.29230687 +0530 IST,0
2025-03-17 01:14:49.292595611 +0530 IST,0
2025-03-17 01:14:50.292548561 +0530 IST,0
2025-03-17 01:14:51.292375638 +0530 IST,0
2025-03-17 01:14:52.29235599 +0530 IST,0
2025-03-17 01:14:53.292116187 +0530 IST,0
2025-03-17 01:14:54.292375751 +0530 IST,0
2025-03-17 01:14:55.292218681 +0530 IST,0
2025-03-17 01:14:56.292254525 +0530 IST,0
2025-03-17 01:14:57.292186003 +0530 IST,0
2025-03-17 01:14:58.292494632 +0530 IST,0
2025-03-17 01:14:59.29235754 +0530 IST,0
2025-03-17 01:15:00.292429882 +0530 IST,0
2025-03-17 01:15:01.292163306 +0530 IST,0
2025-03-17 01:15:02.292384175 +0530 IST,0
2025-03-17 01:15:03.292189592 +0530 IST,0
2025-03-17 01:15:04.292447297 +0530 IST,0
2025-03-17 01:15:05.292519847 +0530 IST,0
2025-03-17 01:15:06.292418085 +0530 IST,0
2025-03-17 01:15:07.292267287 +0530 IST,0
2025-03-17 01:15:08.292327748 +0530 IST,0
2025-03-17 01:15:09.292561812 +0530 IST,0
2025-03-17 01:15:10.292358036 +0530 IST,0
2025-03-17 01:15:11.292298964 +0530 IST,0
2025-03-17 01:15:12.292654252 +0530 IST,0
2025-03-17 01:15:13.292242363 +0530 IST,0
2025-03-17 01:15:14.292582199 +0530 IST,0
2025-03-17 01:15:15.292196096 +0530 IST,0
2025-03-17 01:15:16.29229908 +0530 IST,0
2025-03-17 01:15:17.292271436 +0530 IST,0
2025-03-17 01:15:18.292188148 +0530 IST,0
2025-03-17 01:15:19.292170799 +0530 IST,0
2025-03-17 01:15:20.292454667 +0530 IST,0
2025-03-17 01:15:21.292335185 +0530 IST,0
2025-03-17 01:15:22.292393765 +0530 IST,0
2025-03-17 01:15:23.29258424 +0530 IST,0
2025-03-17 01:15:24.292205457 +0530 IST,0
2025-03-17 01:15:25.292256537 +0530 IST,0
2025-03-17 01:15:26.292426811 +0530 IST,0
2025-03-17 01:15:27.292637389 +0530 IST,0
2025-03-17 01:15:28.292489604 +0530 IST,0
2025-03-17 01:15:29.292458914 +0530 IST,0
2025-03-17 01:15:30.292264848 +0530 IST,0
2025-03-17 01:15:31.292322299 +0530 IST,0
2025-03-17 01:15:32.293735646 +0530 IST,0
2025-03-17 01:15:33.292428428 +0530 IST,0
2025-03-17 01:15:34.292202092 +0530 IST,0
2025-03-17 01:15:35.292165272 +0530 IST,0
2025-03-17 01:15:36.292522394 +0530 IST,0
2025-03-17 01:15:37.292353302 +0530 IST,0
2025-03-17 01:15:38.29264162 +0530 IST,0
2025-03-17 01:15:39.292490952 +0530 IST,0
2025-03-17 01:15:40.303594483 +0530 IST,0
2025-03-17 01:15:41.292326518 +0530 IST,0
2025-03-17 01:15:42.292144252 +0530 IST,0
2025-03-17 01:15:43.292292772 +0530 IST,0
2025-03-17 01:15:44.292854538 +0530 IST,0
2025-03-17 01:15:45.292301976 +0530 IST,1
2025-03-17 01:15:46.292271534 +0530 IST,0
2025-03-17 01:15:47.292307704 +0530 IST,0
2025-03-17 01:15:48.292092238 +0530 IST,0
2025-03-17 01:15:49.292246382 +0530 IST,0
2025-03-17 01:15:50.292539399 +0530 IST,0
2025-03-17 01:15:51.292397712 +0530 IST,0
2025-03-17 01:15:52.292233372 +0530 IST,0
2025-03-17 01:15:54.292431071 +0530 IST,0
2025-03-17 01:15:55.292297439 +0530 IST,0
2025-03-17 01:15:56.29211145 +0530 IST,0
2025-03-17 01:15:57.292231978 +0530 IST,0
2025-03-17 01:15:58.292410371 +0530 IST,0
2025-03-17 01:15:59.292151808 +0530 IST,0
2025-03-17 01:16:00.29247116 +0530 IST,0
2025-03-17 01:16:01.292323297 +0530 IST,0
2025-03-17 01:16:02.292295476 +0530 IST,0
2025-03-17 01:16:03.292492407 +0530 IST,0
2025-03-17 01:16:04.292344939 +0530 IST,0
2025-03-17 01:16:05.292474171 +0530 IST,0
2025-03-17 01:16:06.292185645 +0530 IST,0
2025-03-17 01:16:07.292066446 +0530 IST,0
2025-03-17 01:16:08.292307819 +0530 IST,0
2025-03-17 01:16:09.292633163 +0530 IST,0
2025-03-17 01:16:10.292170072 +0530 IST,0
2025-03-17 01:16:11.292193418 +0530 IST,0
2025-03-17 01:16:12.292380095 +0530 IST,0
2025-03-17 01:16:13.292275706 +0530 IST,0
2025-03-17 01:16:14.292456767 +0530 IST,0
2025-03-17 01:16:15.292473167 +0530 IST,0
2025-03-17 01:16:16.292257631 +0530 IST,0
2025-03-17 01:16:17.292338688 +0530 IST,0
2025-03-17 01:16:18.292459524 +0530 IST,0
2025-03-17 01:16:19.292507847 +0530 IST,0
2025-03-17 01:16:20.29221218 +0530 IST,0
2025-03-17 01:16:21.292313792 +0530 IST,0
2025-03-17 01:16:22.292497433 +0530 IST,3
2025-03-17 01:16:23.292269254 +0530 IST,3
2025-03-17 01:16:24.292299654 +0530 IST,0
2025-03-17 01:16:25.294385727 +0530 IST,0
2025-03-17 01:16:26.292496326 +0530 IST,0
2025-03-17 01:16:27.292235436 +0530 IST,0
2025-03-17 01:16:28.292195427 +0530 IST,0
2025-03-17 01:16:29.292129042 +0530 IST,0
2025-03-17 01:16:30.292259091 +0530 IST,0
2025-03-17 01:16:31.29239909 +0530 IST,0
2025-03-17 01:16:32.292545894 +0530 IST,0
2025-03-17 01:16:33.292784856 +0530 IST,0
2025-03-17 01:16:34.292244905 +0530 IST,0
2025-03-17 01:16:35.29236321 +0530 IST,0
2025-03-17 01:16:36.292102932 +0530 IST,0
2025-03-17 01:16:37.292178551 +0530 IST,0
2025-03-17 01:16:38.292202111 +0530 IST,0
2025-03-17 01:16:39.292094821 +0530 IST,0
2025-03-17 01:16:40.292213704 +0530 IST,0
2025-03-17 01:16:41.292180937 +0530 IST,0
2025-03-17 01:16:42.292576426 +0530 IST,0
2025-03-17 01:16:43.292333059 +0530 IST,0
2025-03-17 01:16:44.292376602 +0530 IST,0
2025-03-17 01:16:45.292451903 +0530 IST,0
2025-03-17 01:16:46.292165468 +0530 IST,0
2025-03-17 01:16:47.292406911 +0530 IST,0
2025-03-17 01:16:48.292434959 +0530 IST,0
2025-03-17 01:16:49.29241613 +0530 IST,0
2025-03-17 01:16:50.292302442 +0530 IST,0
2025-03-17 01:16:51.292446822 +0530 IST,0
2025-03-17 01:16:52.292093211 +0530 IST,0
2025-03-17 01:16:53.292516132 +0530 IST,0
2025-03-17 01:16:54.292214452 +0530 IST,0
2025-03-17 01:16:55.292434128 +0530 IST,0
2025-03-17 01:16:56.292048688 +0530 IST,0
2025-03-17 01:16:57.292146726 +0530 IST,0
2025-03-17 01:16:58.292205777 +0530 IST,0
2025-03-17 01:16:59.292366109 +0530 IST,0
2025-03-17 01:17:00.292429554 +0530 IST,0
2025-03-17 01:17:01.292283148 +0530 IST,0
2025-03-17 01:17:02.292499489 +0530 IST,0
2025-03-17 01:17:03.292696451 +0530 IST,0
2025-03-17 01:17:04.292496731 +0530 IST,0
2025-03-17 01:17:05.292484577 +0530 IST,0
2025-03-17 01:17:06.292315524 +0530 IST,0
2025-03-17 01:17:07.292697069 +0530 IST,0
2025-03-17 01:17:08.292376907 +0530 IST,0
