Time,Regime
2025-03-17 05:48:57.292280259 +0530 IST,0
2025-03-17 05:48:58.292481079 +0530 IST,0
2025-03-17 05:48:59.292343731 +0530 IST,0
2025-03-17 05:49:00.292294074 +0530 IST,0
2025-03-17 05:49:01.292325079 +0530 IST,0
2025-03-17 05:49:02.292220543 +0530 IST,0
2025-03-17 05:49:03.292258386 +0530 IST,0
2025-03-17 05:49:04.29217205 +0530 IST,0
2025-03-17 05:49:05.292414154 +0530 IST,0
2025-03-17 05:49:06.292284051 +0530 IST,0
2025-03-17 05:49:07.292210187 +0530 IST,0
2025-03-17 05:49:08.292339321 +0530 IST,0
2025-03-17 05:49:09.292250347 +0530 IST,0
2025-03-17 05:49:10.292382842 +0530 IST,0
2025-03-17 05:49:11.29240487 +0530 IST,0
2025-03-17 05:49:12.292317822 +0530 IST,0
2025-03-17 05:49:13.292296568 +0530 IST,0
2025-03-17 05:49:14.292099427 +0530 IST,0
2025-03-17 05:49:15.292257356 +0530 IST,0
2025-03-17 05:49:16.292364534 +0530 IST,0
2025-03-17 05:49:17.292583077 +0530 IST,0
2025-03-17 05:49:18.292668737 +0530 IST,0
2025-03-17 05:49:19.292334659 +0530 IST,0
2025-03-17 05:49:20.292294458 +0530 IST,0
2025-03-17 05:49:21.292411655 +0530 IST,0
2025-03-17 05:49:22.292318353 +0530 IST,0
2025-03-17 05:49:23.29230877 +0530 IST,0
2025-03-17 05:49:24.292237419 +0530 IST,0
2025-03-17 05:49:25.292442774 +0530 IST,0
2025-03-17 05:49:26.292239016 +0530 IST,0
2025-03-17 05:49:27.292358097 +0530 IST,0
2025-03-17 05:49:28.292535847 +0530 IST,0
2025-03-17 05:49:29.292433018 +0530 IST,0
2025-03-17 05:49:30.292235848 +0530 IST,0
2025-03-17 05:49:31.292187101 +0530 IST,0
2025-03-17 05:49:32.292336561 +0530 IST,0
2025-03-17 05:49:33.292526744 +0530 IST,0
2025-03-17 05:49:34.292497716 +0530 IST,0
2025-03-17 05:49:35.292180445 +0530 IST,0
2025-03-17 05:49:36.292222738 +0530 IST,0
2025-03-17 05:49:37.292394356 +0530 IST,0
2025-03-17 05:49:38.292155049 +0530 IST,0
2025-03-17 05:49:39.292529883 +0530 IST,0
2025-03-17 05:49:40.292391812 +0530 IST,0
2025-03-17 05:49:41.292460314 +0530 IST,0
2025-03-17 05:49:42.292124258 +0530 IST,0
2025-03-17 05:49:43.292215519 +0530 IST,0
2025-03-17 05:49:44.292300705 +0530 IST,0
2025-03-17 05:49:45.292223027 +0530 IST,0
2025-03-17 05:49:46.292090738 +0530 IST,0
2025-03-17 05:49:47.292394315 +0530 IST,0
2025-03-17 05:49:48.292476836 +0530 IST,0
2025-03-17 05:49:49.292236636 +0530 IST,0
2025-03-17 05:49:50.292316104 +0530 IST,0
2025-03-17 05:49:51.29205581 +0530 IST,0
2025-03-17 05:49:52.292607782 +0530 IST,0
2025-03-17 05:49:53.292141914 +0530 IST,0
2025-03-17 05:49:54.292361142 +0530 IST,0
2025-03-17 05:49:55.29224951 +0530 IST,0
2025-03-17 05:49:56.292547235 +0530 IST,0
2025-03-17 05:49:57.292233344 +0530 IST,0
2025-03-17 05:49:58.292267629 +0530 IST,0
2025-03-17 05:49:59.292139847 +0530 IST,0
2025-03-17 05:50:00.292218527 +0530 IST,0
2025-03-17 05:50:01.293134493 +0530 IST,0
2025-03-17 05:50:02.294861624 +0530 IST,0
2025-03-17 05:50:03.292390224 +0530 IST,0
2025-03-17 05:50:04.292426111 +0530 IST,0
2025-03-17 05:50:05.292292039 +0530 IST,0
2025-03-17 05:50:06.292196059 +0530 IST,0
2025-03-17 05:50:07.292106593 +0530 IST,0
2025-03-17 05:50:08.29231851 +0530 IST,0
2025-03-17 05:50:09.292223092 +0530 IST,0
2025-03-17 05:50:10.292194371 +0530 IST,0
2025-03-17 05:50:11.292544335 +0530 IST,0
2025-03-17 05:50:12.292400772 +0530 IST,0
2025-03-17 05:50:13.292401174 +0530 IST,0
2025-03-17 05:50:14.292412581 +0530 IST,0
2025-03-17 05:50:15.292219724 +0530 IST,0
2025-03-17 05:50:16.29218684 +0530 IST,0
2025-03-17 05:50:17.292294561 +0530 IST,0
2025-03-17 05:50:18.292324246 +0530 IST,0
2025-03-17 05:50:19.292391377 +0530 IST,0
2025-03-17 05:50:20.292223406 +0530 IST,0
2025-03-17 05:50:21.29248827 +0530 IST,0
2025-03-17 05:50:22.292265071 +0530 IST,0
2025-03-17 05:50:23.29226898 +0530 IST,0
2025-03-17 05:50:24.292207976 +0530 IST,0
2025-03-17 05:50:25.292293951 +0530 IST,0
2025-03-17 05:50:26.292308272 +0530 IST,0
2025-03-17 05:50:27.292275111 +0530 IST,0
2025-03-17 05:50:28.292325515 +0530 IST,0
2025-03-17 05:50:29.292233999 +0530 IST,0
2025-03-17 05:50:30.292141562 +0530 IST,0
2025-03-17 05:50:31.292559958 +0530 IST,0
2025-03-17 05:50:32.292241355 +0530 IST,0
2025-03-17 05:50:33.298045298 +0530 IST,0
2025-03-17 05:50:34.29215009 +0530 IST,0
2025-03-17 05:50:35.292217252 +0530 IST,0
2025-03-17 05:50:36.292242444 +0530 IST,0
2025-03-17 05:50:37.29227383 +0530 IST,0
2025-03-17 05:50:38.292220458 +0530 IST,0
2025-03-17 05:50:39.29237135 +0530 IST,0
2025-03-17 05:50:40.292240056 +0530 IST,0
2025-03-17 05:50:41.292406441 +0530 IST,0
2025-03-17 05:50:42.292505518 +0530 IST,0
2025-03-17 05:50:43.292164284 +0530 IST,0
2025-03-17 05:50:44.292228601 +0530 IST,0
2025-03-17 05:50:45.292330583 +0530 IST,0
2025-03-17 05:50:46.292198014 +0530 IST,0
2025-03-17 05:50:47.292159502 +0530 IST,0
2025-03-17 05:50:48.292250044 +0530 IST,0
2025-03-17 05:50:49.29234421 +0530 IST,0
2025-03-17 05:50:50.292218722 +0530 IST,0
2025-03-17 05:50:51.292252137 +0530 IST,0
2025-03-17 05:50:52.292158202 +0530 IST,0
2025-03-17 05:50:53.29232313 +0530 IST,0
2025-03-17 05:50:54.292249389 +0530 IST,0
2025-03-17 05:50:55.292108281 +0530 IST,0
2025-03-17 05:50:56.292284921 +0530 IST,0
2025-03-17 05:50:57.292342752 +0530 IST,0
2025-03-17 05:50:58.292557306 +0530 IST,0
2025-03-17 05:50:59.292206176 +0530 IST,0
2025-03-17 05:51:00.292299954 +0530 IST,0
2025-03-17 05:51:01.292239032 +0530 IST,0
2025-03-17 05:51:02.292209506 +0530 IST,0
2025-03-17 05:51:03.292488526 +0530 IST,0
2025-03-17 05:51:04.292361139 +0530 IST,0
2025-03-17 05:51:05.292173889 +0530 IST,0
2025-03-17 05:51:06.292149829 +0530 IST,0
2025-03-17 05:51:07.292492234 +0530 IST,0
2025-03-17 05:51:08.292289924 +0530 IST,0
2025-03-17 05:51:09.292273773 +0530 IST,0
2025-03-17 05:51:10.29243725 +0530 IST,0
2025-03-17 05:51:11.292350852 +0530 IST,0
2025-03-17 05:51:12.292375535 +0530 IST,0
2025-03-17 05:51:13.292140706 +0530 IST,0
2025-03-17 05:51:14.292103232 +0530 IST,0
2025-03-17 05:51:15.292425379 +0530 IST,0
2025-03-17 05:51:16.292356044 +0530 IST,3
2025-03-17 05:51:17.292142876 +0530 IST,3
2025-03-17 05:51:18.296554843 +0530 IST,3
2025-03-17 05:51:19.292550562 +0530 IST,0
2025-03-17 05:51:20.292140897 +0530 IST,3
2025-03-17 05:51:21.292106322 +0530 IST,3
2025-03-17 05:51:22.292450705 +0530 IST,3
2025-03-17 05:51:23.292176472 +0530 IST,3
2025-03-17 05:51:24.292482825 +0530 IST,3
2025-03-17 05:51:25.292397637 +0530 IST,3
2025-03-17 05:51:26.292224032 +0530 IST,0
2025-03-17 05:51:27.292344872 +0530 IST,0
2025-03-17 05:51:28.292507846 +0530 IST,0
2025-03-17 05:51:29.292373737 +0530 IST,0
2025-03-17 05:51:30.292148272 +0530 IST,0
2025-03-17 05:51:31.292146223 +0530 IST,0
2025-03-17 05:51:32.292220875 +0530 IST,0
2025-03-17 05:51:33.292369501 +0530 IST,0
2025-03-17 05:51:34.292173766 +0530 IST,0
2025-03-17 05:51:35.29218728 +0530 IST,0
2025-03-17 05:51:36.292572459 +0530 IST,0
2025-03-17 05:51:37.292174541 +0530 IST,0
2025-03-17 05:51:38.292639491 +0530 IST,0
2025-03-17 05:51:39.292493552 +0530 IST,0
2025-03-17 05:51:40.292311271 +0530 IST,0
2025-03-17 05:51:41.292198848 +0530 IST,0
2025-03-17 05:51:42.292145196 +0530 IST,0
2025-03-17 05:51:43.292533465 +0530 IST,0
2025-03-17 05:51:44.292171777 +0530 IST,0
2025-03-17 05:51:45.292320936 +0530 IST,1
2025-03-17 05:51:46.292246873 +0530 IST,0
2025-03-17 05:51:47.2921498 +0530 IST,0
2025-03-17 05:51:48.29252372 +0530 IST,0
2025-03-17 05:51:49.292155146 +0530 IST,0
2025-03-17 05:51:50.292246872 +0530 IST,0
2025-03-17 05:51:51.292488591 +0530 IST,0
2025-03-17 05:51:52.292204117 +0530 IST,0
2025-03-17 05:51:53.292359281 +0530 IST,0
2025-03-17 05:51:54.292340205 +0530 IST,0
2025-03-17 05:51:55.292355551 +0530 IST,0
2025-03-17 05:51:56.292098529 +0530 IST,0
2025-03-17 05:51:57.292276734 +0530 IST,0
2025-03-17 05:51:58.292175938 +0530 IST,0
2025-03-17 05:51:59.292529385 +0530 IST,0
2025-03-17 05:52:00.292417195 +0530 IST,0
2025-03-17 05:52:01.292487047 +0530 IST,0
2025-03-17 05:52:02.292766279 +0530 IST,0
2025-03-17 05:52:03.292054589 +0530 IST,0
2025-03-17 05:52:04.29238478 +0530 IST,0
2025-03-17 05:52:05.292443668 +0530 IST,0
2025-03-17 05:52:06.292519371 +0530 IST,0
2025-03-17 05:52:07.292517862 +0530 IST,0
2025-03-17 05:52:08.292365039 +0530 IST,0
2025-03-17 05:52:09.292207687 +0530 IST,0
2025-03-17 05:52:10.292238132 +0530 IST,1
2025-03-17 05:52:11.292283507 +0530 IST,0
2025-03-17 05:52:12.292432208 +0530 IST,0
2025-03-17 05:52:13.292488753 +0530 IST,0
2025-03-17 05:52:14.292196473 +0530 IST,0
2025-03-17 05:52:15.292273324 +0530 IST,0
2025-03-17 05:52:16.292206985 +0530 IST,0
2025-03-17 05:52:17.292521432 +0530 IST,0
2025-03-17 05:52:19.292238464 +0530 IST,0
2025-03-17 05:52:20.292390426 +0530 IST,0
2025-03-17 05:52:21.292058406 +0530 IST,0
2025-03-17 05:52:22.292230394 +0530 IST,0
2025-03-17 05:52:23.292262303 +0530 IST,0
2025-03-17 05:52:24.292122189 +0530 IST,0
2025-03-17 05:52:25.292340688 +0530 IST,0
2025-03-17 05:52:26.292250573 +0530 IST,0
2025-03-17 05:52:27.292349993 +0530 IST,0
2025-03-17 05:52:28.319307824 +0530 IST,0
2025-03-17 05:52:29.292276836 +0530 IST,0
2025-03-17 05:52:30.292567717 +0530 IST,0
2025-03-17 05:52:31.292406284 +0530 IST,0
2025-03-17 05:52:32.292233092 +0530 IST,0
2025-03-17 05:52:33.29236417 +0530 IST,0
2025-03-17 05:52:34.292109243 +0530 IST,0
2025-03-17 05:52:35.292160347 +0530 IST,0
2025-03-17 05:52:36.292236661 +0530 IST,0
2025-03-17 05:52:37.292242769 +0530 IST,0
2025-03-17 05:52:38.292384539 +0530 IST,0
2025-03-17 05:52:39.292570976 +0530 IST,0
2025-03-17 05:52:40.292271813 +0530 IST,0
2025-03-17 05:52:41.292347503 +0530 IST,0
2025-03-17 05:52:42.292251938 +0530 IST,0
2025-03-17 05:52:43.292357457 +0530 IST,0
2025-03-17 05:52:44.292486079 +0530 IST,0
2025-03-17 05:52:45.29258251 +0530 IST,0
2025-03-17 05:52:46.292310259 +0530 IST,0
2025-03-17 05:52:47.292335233 +0530 IST,0
2025-03-17 05:52:48.292280614 +0530 IST,0
2025-03-17 05:52:49.292160082 +0530 IST,0
2025-03-17 05:52:50.292504116 +0530 IST,0
2025-03-17 05:52:51.292533068 +0530 IST,0
2025-03-17 05:52:52.292562066 +0530 IST,0
2025-03-17 05:52:53.292433205 +0530 IST,0
2025-03-17 05:52:54.292078129 +0530 IST,0
2025-03-17 05:52:55.292250626 +0530 IST,0
2025-03-17 05:52:56.292489481 +0530 IST,0
2025-03-17 05:52:57.292322652 +0530 IST,0
2025-03-17 05:52:58.292506003 +0530 IST,0
2025-03-17 05:52:59.292732384 +0530 IST,0
2025-03-17 05:53:00.292209502 +0530 IST,0
2025-03-17 05:53:01.292054502 +0530 IST,0
2025-03-17 05:53:02.292285146 +0530 IST,0
2025-03-17 05:53:03.292418489 +0530 IST,0
2025-03-17 05:53:04.292308928 +0530 IST,0
2025-03-17 05:53:05.292468068 +0530 IST,0
2025-03-17 05:53:06.292317005 +0530 IST,0
2025-03-17 05:53:07.292237711 +0530 IST,0
2025-03-17 05:53:08.292125588 +0530 IST,0
2025-03-17 05:53:09.292277016 +0530 IST,0
2025-03-17 05:53:10.292260984 +0530 IST,0
2025-03-17 05:53:11.292264301 +0530 IST,0
2025-03-17 05:53:12.292197884 +0530 IST,0
2025-03-17 05:53:13.292774198 +0530 IST,0
2025-03-17 05:53:14.292418785 +0530 IST,0
2025-03-17 05:53:15.292217053 +0530 IST,0
2025-03-17 05:53:16.292480015 +0530 IST,0
2025-03-17 05:53:17.292249175 +0530 IST,0
2025-03-17 05:53:18.292437216 +0530 IST,0
2025-03-17 05:53:19.292230775 +0530 IST,0
2025-03-17 05:53:20.292125844 +0530 IST,0
2025-03-17 05:53:21.292150339 +0530 IST,0
2025-03-17 05:53:22.292512155 +0530 IST,0
2025-03-17 05:53:23.29248863 +0530 IST,0
2025-03-17 05:53:24.292126577 +0530 IST,0
2025-03-17 05:53:25.292207203 +0530 IST,0
2025-03-17 05:53:26.292338758 +0530 IST,0
2025-03-17 05:53:27.292245713 +0530 IST,0
2025-03-17 05:53:28.292146126 +0530 IST,0
2025-03-17 05:53:29.292667471 +0530 IST,0
2025-03-17 05:53:30.292369334 +0530 IST,0
2025-03-17 05:53:31.292120481 +0530 IST,0
2025-03-17 05:53:32.292325177 +0530 IST,0
2025-03-17 05:53:33.292548735 +0530 IST,0
2025-03-17 05:53:34.292038935 +0530 IST,0
2025-03-17 05:53:35.292330484 +0530 IST,0
2025-03-17 05:53:36.292399628 +0530 IST,0
2025-03-17 05:53:37.29222089 +0530 IST,0
2025-03-17 05:53:38.292266715 +0530 IST,0
2025-03-17 05:53:39.2924888 +0530 IST,0
2025-03-17 05:53:40.292213411 +0530 IST,0
2025-03-17 05:53:41.2921942 +0530 IST,0
2025-03-17 05:53:42.292213978 +0530 IST,0
2025-03-17 05:53:43.292144817 +0530 IST,0
2025-03-17 05:53:44.292528773 +0530 IST,0
2025-03-17 05:53:45.292334331 +0530 IST,0
2025-03-17 05:53:46.292382236 +0530 IST,0
2025-03-17 05:53:47.292375081 +0530 IST,0
2025-03-17 05:53:48.292554719 +0530 IST,0
2025-03-17 05:53:49.292160804 +0530 IST,0
2025-03-17 05:53:50.292200882 +0530 IST,0
2025-03-17 05:53:51.292256386 +0530 IST,0
2025-03-17 05:53:52.292132201 +0530 IST,0
2025-03-17 05:53:53.29212627 +0530 IST,0
2025-03-17 05:53:54.292192356 +0530 IST,0
2025-03-17 05:53:55.292650067 +0530 IST,0
2025-03-17 05:53:56.292142674 +0530 IST,0
2025-03-17 05:53:57.292259665 +0530 IST,0
2025-03-17 05:53:58.292294571 +0530 IST,0
2025-03-17 05:53:59.292085612 +0530 IST,0
2025-03-17 05:54:00.292329281 +0530 IST,0
2025-03-17 05:54:01.292247268 +0530 IST,0
2025-03-17 05:54:02.292212853 +0530 IST,0
2025-03-17 05:54:03.292250175 +0530 IST,0
2025-03-17 05:54:04.292324227 +0530 IST,0
2025-03-17 05:54:05.292086689 +0530 IST,0
2025-03-17 05:54:06.292346189 +0530 IST,0
2025-03-17 05:54:07.292160733 +0530 IST,0
2025-03-17 05:54:08.292188904 +0530 IST,0
2025-03-17 05:54:09.292211814 +0530 IST,0
2025-03-17 05:54:10.292062636 +0530 IST,0
2025-03-17 05:54:11.292354296 +0530 IST,0
2025-03-17 05:54:12.292496819 +0530 IST,0
2025-03-17 05:54:13.292454285 +0530 IST,0
2025-03-17 05:54:14.292299392 +0530 IST,0
2025-03-17 05:54:15.292182633 +0530 IST,0
2025-03-17 05:54:16.292013993 +0530 IST,0
2025-03-17 05:54:17.292300148 +0530 IST,0
2025-03-17 05:54:18.292501379 +0530 IST,0
2025-03-17 05:54:19.292165448 +0530 IST,0
2025-03-17 05:54:20.292072088 +0530 IST,0
2025-03-17 05:54:21.292524774 +0530 IST,0
2025-03-17 05:54:22.292148163 +0530 IST,0
2025-03-17 05:54:23.292582957 +0530 IST,0
2025-03-17 05:54:24.292243908 +0530 IST,0
2025-03-17 05:54:25.292158555 +0530 IST,0
2025-03-17 05:54:26.292249309 +0530 IST,0
2025-03-17 05:54:27.29222776 +0530 IST,0
2025-03-17 05:54:28.292344423 +0530 IST,0
2025-03-17 05:54:29.292751862 +0530 IST,0
2025-03-17 05:54:30.292449303 +0530 IST,0
2025-03-17 05:54:31.292410355 +0530 IST,0
2025-03-17 05:54:32.292205606 +0530 IST,0
2025-03-17 05:54:33.292232019 +0530 IST,0
2025-03-17 05:54:34.292305253 +0530 IST,0
2025-03-17 05:54:35.292194197 +0530 IST,0
2025-03-17 05:54:36.29239026 +0530 IST,0
2025-03-17 05:54:37.292177368 +0530 IST,0
2025-03-17 05:54:38.292251347 +0530 IST,0
2025-03-17 05:54:39.292298648 +0530 IST,0
2025-03-17 05:54:40.292577517 +0530 IST,0
2025-03-17 05:54:41.292480599 +0530 IST,0
2025-03-17 05:54:42.292269728 +0530 IST,0
2025-03-17 05:54:43.292276307 +0530 IST,0
2025-03-17 05:54:44.292520147 +0530 IST,0
2025-03-17 05:54:45.292247021 +0530 IST,0
2025-03-17 05:54:46.292603346 +0530 IST,0
2025-03-17 05:54:47.292351297 +0530 IST,0
2025-03-17 05:54:48.292292942 +0530 IST,0
2025-03-17 05:54:49.292204204 +0530 IST,0
2025-03-17 05:54:50.292350425 +0530 IST,0
2025-03-17 05:54:51.292080633 +0530 IST,0
2025-03-17 05:54:52.292108687 +0530 IST,0
2025-03-17 05:54:53.292435349 +0530 IST,0
2025-03-17 05:54:54.292097864 +0530 IST,0
2025-03-17 05:54:55.292426259 +0530 IST,0
2025-03-17 05:54:56.292209715 +0530 IST,0
2025-03-17 05:54:57.292282849 +0530 IST,0
2025-03-17 05:54:58.292435392 +0530 IST,0
2025-03-17 05:54:59.292224391 +0530 IST,0
2025-03-17 05:55:00.292426927 +0530 IST,0
2025-03-17 05:55:01.292131439 +0530 IST,0
2025-03-17 05:55:02.292342303 +0530 IST,0
2025-03-17 05:55:03.292356089 +0530 IST,0
2025-03-17 05:55:04.29253243 +0530 IST,0
2025-03-17 05:55:05.292011351 +0530 IST,0
2025-03-17 05:55:06.292366263 +0530 IST,0
2025-03-17 05:55:07.292349511 +0530 IST,0
2025-03-17 05:55:08.2924119 +0530 IST,0
2025-03-17 05:55:09.292445543 +0530 IST,0
2025-03-17 05:55:10.292309049 +0530 IST,0
2025-03-17 05:55:11.292371792 +0530 IST,0
2025-03-17 05:55:12.292371219 +0530 IST,0
2025-03-17 05:55:13.292369843 +0530 IST,0
2025-03-17 05:55:14.292183041 +0530 IST,0
2025-03-17 05:55:15.292266092 +0530 IST,0
2025-03-17 05:55:16.292205528 +0530 IST,0
2025-03-17 05:55:17.292341109 +0530 IST,0
2025-03-17 05:55:18.292185312 +0530 IST,0
2025-03-17 05:55:19.292464389 +0530 IST,1
2025-03-17 05:55:20.292528941 +0530 IST,0
2025-03-17 05:55:21.292327057 +0530 IST,1
2025-03-17 05:55:22.292370944 +0530 IST,0
2025-03-17 05:55:23.2922198 +0530 IST,0
2025-03-17 05:55:24.292093355 +0530 IST,0
2025-03-17 05:55:25.292318508 +0530 IST,0
2025-03-17 05:55:26.292482905 +0530 IST,0
2025-03-17 05:55:27.292403024 +0530 IST,0
2025-03-17 05:55:28.292393443 +0530 IST,0
2025-03-17 05:55:29.292186769 +0530 IST,0
2025-03-17 05:55:30.292162819 +0530 IST,0
2025-03-17 05:55:31.292199526 +0530 IST,0
2025-03-17 05:55:32.292125473 +0530 IST,0
2025-03-17 05:55:33.292574189 +0530 IST,0
2025-03-17 05:55:34.292282978 +0530 IST,0
2025-03-17 05:55:35.292171355 +0530 IST,0
2025-03-17 05:55:36.29215389 +0530 IST,0
2025-03-17 05:55:37.292432646 +0530 IST,0
2025-03-17 05:55:38.29233945 +0530 IST,0
2025-03-17 05:55:39.292297946 +0530 IST,0
2025-03-17 05:55:40.292163426 +0530 IST,0
2025-03-17 05:55:41.292295323 +0530 IST,0
2025-03-17 05:55:42.292107049 +0530 IST,0
2025-03-17 05:55:43.292255492 +0530 IST,0
2025-03-17 05:55:44.29261879 +0530 IST,0
2025-03-17 05:55:45.29221411 +0530 IST,0
2025-03-17 05:55:46.292294889 +0530 IST,0
2025-03-17 05:55:47.292239442 +0530 IST,0
2025-03-17 05:55:48.292279985 +0530 IST,0
2025-03-17 05:55:49.292276341 +0530 IST,0
2025-03-17 05:55:50.292275996 +0530 IST,0
2025-03-17 05:55:51.292181341 +0530 IST,0
2025-03-17 05:55:52.292180365 +0530 IST,0
2025-03-17 05:55:53.292391639 +0530 IST,0
2025-03-17 05:55:54.292441676 +0530 IST,0
2025-03-17 05:55:55.292313933 +0530 IST,0
2025-03-17 05:55:56.292379343 +0530 IST,0
2025-03-17 05:55:57.292421017 +0530 IST,0
2025-03-17 05:55:58.292260706 +0530 IST,0
2025-03-17 05:55:59.29215036 +0530 IST,0
2025-03-17 05:56:00.292323495 +0530 IST,0
2025-03-17 05:56:01.292337658 +0530 IST,0
2025-03-17 05:56:02.292274573 +0530 IST,0
2025-03-17 05:56:03.292224032 +0530 IST,0
2025-03-17 05:56:04.292118385 +0530 IST,0
2025-03-17 05:56:05.292414488 +0530 IST,0
2025-03-17 05:56:06.292299303 +0530 IST,0
2025-03-17 05:56:07.292169412 +0530 IST,0
2025-03-17 05:56:08.292818869 +0530 IST,0
2025-03-17 05:56:09.292462907 +0530 IST,0
2025-03-17 05:56:10.292330125 +0530 IST,0
2025-03-17 05:56:11.292184649 +0530 IST,0
2025-03-17 05:56:12.292364297 +0530 IST,0
2025-03-17 05:56:13.292099567 +0530 IST,0
2025-03-17 05:56:14.29223976 +0530 IST,0
2025-03-17 05:56:15.292534189 +0530 IST,0
2025-03-17 05:56:16.29222768 +0530 IST,0
2025-03-17 05:56:17.292260957 +0530 IST,0
2025-03-17 05:56:18.292164205 +0530 IST,0
2025-03-17 05:56:19.292199243 +0530 IST,0
2025-03-17 05:56:20.292211401 +0530 IST,0
2025-03-17 05:56:21.292279365 +0530 IST,0
2025-03-17 05:56:22.292294815 +0530 IST,0
2025-03-17 05:56:23.292228852 +0530 IST,0
2025-03-17 05:56:24.292314816 +0530 IST,0
2025-03-17 05:56:25.292145501 +0530 IST,0
2025-03-17 05:56:26.292218393 +0530 IST,0
2025-03-17 05:56:27.292129709 +0530 IST,0
2025-03-17 05:56:28.292058184 +0530 IST,0
2025-03-17 05:56:29.29210243 +0530 IST,0
2025-03-17 05:56:30.292453995 +0530 IST,0
2025-03-17 05:56:31.292187416 +0530 IST,0
2025-03-17 05:56:32.292507307 +0530 IST,0
2025-03-17 05:56:33.292259351 +0530 IST,0
2025-03-17 05:56:34.292378648 +0530 IST,0
2025-03-17 05:56:35.29233676 +0530 IST,0
2025-03-17 05:56:36.292142233 +0530 IST,0
2025-03-17 05:56:37.292192883 +0530 IST,0
2025-03-17 05:56:38.292339614 +0530 IST,0
2025-03-17 05:56:39.292427725 +0530 IST,0
2025-03-17 05:56:40.292277609 +0530 IST,0
2025-03-17 05:56:41.292184562 +0530 IST,0
2025-03-17 05:56:42.292433451 +0530 IST,0
2025-03-17 05:56:43.292259051 +0530 IST,0
2025-03-17 05:56:44.292426164 +0530 IST,0
2025-03-17 05:56:45.292387666 +0530 IST,0
2025-03-17 05:56:46.292144046 +0530 IST,0
2025-03-17 05:56:47.292394246 +0530 IST,0
2025-03-17 05:56:48.292339199 +0530 IST,0
2025-03-17 05:56:49.292369454 +0530 IST,0
2025-03-17 05:56:50.292230256 +0530 IST,0
2025-03-17 05:56:51.2920714 +0530 IST,0
2025-03-17 05:56:52.292072041 +0530 IST,0
2025-03-17 05:56:53.292210976 +0530 IST,0
2025-03-17 05:56:54.292466972 +0530 IST,0
2025-03-17 05:56:55.292400422 +0530 IST,0
2025-03-17 05:56:56.292232 +0530 IST,0
2025-03-17 05:56:57.292231865 +0530 IST,0
2025-03-17 05:56:58.292235046 +0530 IST,0
2025-03-17 05:56:59.292280989 +0530 IST,0
2025-03-17 05:57:00.29217939 +0530 IST,0
2025-03-17 05:57:01.292591802 +0530 IST,0
2025-03-17 05:57:02.292510056 +0530 IST,0
2025-03-17 05:57:03.292202516 +0530 IST,0
2025-03-17 05:57:04.292094424 +0530 IST,0
2025-03-17 05:57:05.292677332 +0530 IST,0
2025-03-17 05:57:06.292550687 +0530 IST,0
2025-03-17 05:57:07.292337987 +0530 IST,0
2025-03-17 05:57:08.292101924 +0530 IST,0
2025-03-17 05:57:09.292289695 +0530 IST,0
2025-03-17 05:57:10.292292104 +0530 IST,0
2025-03-17 05:57:11.292179362 +0530 IST,0
2025-03-17 05:57:12.292208269 +0530 IST,0
2025-03-17 05:57:13.29212803 +0530 IST,0
2025-03-17 05:57:15.292458628 +0530 IST,0
2025-03-17 05:57:16.292429101 +0530 IST,0
2025-03-17 05:57:17.292518099 +0530 IST,0
2025-03-17 05:57:18.292322222 +0530 IST,0
2025-03-17 05:57:19.292720988 +0530 IST,0
2025-03-17 05:57:20.29230008 +0530 IST,0
2025-03-17 05:57:21.292432103 +0530 IST,0
2025-03-17 05:57:22.292101072 +0530 IST,0
2025-03-17 05:57:23.292331296 +0530 IST,0
2025-03-17 05:57:24.292389473 +0530 IST,0
2025-03-17 05:57:25.292200814 +0530 IST,0
2025-03-17 05:57:26.292709364 +0530 IST,0
2025-03-17 05:57:27.292245871 +0530 IST,0
2025-03-17 05:57:28.292475989 +0530 IST,0
2025-03-17 05:57:30.29245265 +0530 IST,0
2025-03-17 05:57:31.292336571 +0530 IST,0
2025-03-17 05:57:32.292214624 +0530 IST,0
2025-03-17 05:57:33.292565221 +0530 IST,0
2025-03-17 05:57:34.292088575 +0530 IST,0
2025-03-17 05:57:35.292371081 +0530 IST,0
2025-03-17 05:57:36.292564371 +0530 IST,0
2025-03-17 05:57:37.292084598 +0530 IST,0
2025-03-17 05:57:38.292581394 +0530 IST,0
2025-03-17 05:57:39.292265495 +0530 IST,0
2025-03-17 05:57:40.29225232 +0530 IST,0
2025-03-17 05:57:41.292308527 +0530 IST,0
2025-03-17 05:57:42.29219354 +0530 IST,0
2025-03-17 05:57:43.292260638 +0530 IST,0
2025-03-17 05:57:44.292416505 +0530 IST,0
2025-03-17 05:57:45.292251309 +0530 IST,0
2025-03-17 05:57:46.292617642 +0530 IST,0
2025-03-17 05:57:47.292131182 +0530 IST,0
2025-03-17 05:57:48.292494119 +0530 IST,0
2025-03-17 05:57:49.292346859 +0530 IST,0
2025-03-17 05:57:50.292274347 +0530 IST,0
2025-03-17 05:57:51.292155782 +0530 IST,0
2025-03-17 05:57:52.292483504 +0530 IST,0
2025-03-17 05:57:53.292152357 +0530 IST,0
2025-03-17 05:57:54.292309881 +0530 IST,0
2025-03-17 05:57:55.292403891 +0530 IST,0
2025-03-17 05:57:56.292103129 +0530 IST,0
2025-03-17 05:57:57.292211354 +0530 IST,0
